id,job-query,title,company,location,description
3459,web developer,Software Engineer III - (E3),"0001 Applied Materials, Inc","Santa Clara, California 95054","Applied Materials, Inc. is the global leader in materials engineering solutions used to produce virtually every new chip and advanced display in the world. Our expertise in modifying materials at atomic levels and on an industrial scale enables customers to transform possibilities into reality. At Applied Materials, our innovations make possible the technology shaping the future.
As Software Engineer for Infrastructure development team your primary responsibility will be:
Technical Skills"
3460,web developer,Telecom Engineer,C-Vision Inc,"Auburn Hills, Michigan","Job Title: Telecom Engineer
Location: Auburn Hills, MI
Duration: 12 Months Contract 
Under the general client that meets the needs of the organization. The position is responsible for 3rd level operational engineering & support including planning, design, and implementation of hardware, applications and operating systems per the Client Telecommunications policy. This position will create documentation, standards and policies for junior members of the engineering and operations teams, overseeing their training and auditing as necessary to ensure that they are followed. This position provides a timely response to the approved business unit, developer, and administrator community requests for assistance including project support. The position requires participation in 24-hour on-call support, after-hours scheduled changes as needed, and to resolve telecommunications problems/issues. In addition to verifying organizational compliance with established policies and procedures, the this role will be responsible for ensuring the health and stability of all telephony equipment and services, including PBX, Voice Servers, Voice Mail servers, adjunct Voice systems, CMS, voice circuits, IVR, 1-800 numbers via SOMOS and telephony monitoring tools.
This role will also provide 3rd level operational telephony network support for 60+ VWGoA sites and the 14+ VWGoA Contact Center communities:
• Provide telephony architectural design for all future data telephony deployments
• Reviews industry best practices to create reliable telephony voice over internet protocol (VoIP) solutions.
• Ensures all the entire telephony environment is maintained in accordance with VWGoA’s life cycle policies.
• Reviews complex business requirements, identifies and proposes solutions based on existing in-house capabilities including determining how existing solutions can be extended to the current requirement. If solutions do not exist in-house, this role will be responsible for investigating and proposing potential solutions.
• Informs management of critical issues that may affect clients or the infrastructure and provides recommendations for mitigation.
• Works with commercial telephony product vendors in the design and evaluation of telephony network products and technology, and troubleshooting activities.
• Involved in a wide range of issues including secure architectures, VoIP traffic, virtual private networks, local area networks, wireless local area networks and unified communications.
• Interfaces and supports incident resolution with 1st and 2nd level support teams on all severity 1 & 2 problems, and spearheads resolution for all telephony problems
• Interfaces and participates with Client Computer Emergency Response Team (CERT) as needed to analyze and respond to CERT messages and mitigate risks as appropriate.
• Maintains required documentation for all telephony network activities.
Required Qualifications:
Formal Education or Equivalent:
• Bachelor’s degree or equivalent real life experience in Telecommunications
• Multiple Avaya Certifications including ASPS & ACSS (Aura & Breeze/Oceana)
• Other Certifications in related technologies a plus (i.e. Redhat, Cisco, MCSE, ITIL, etc.)
Certifications/Years of Experience:
• 20+ years of related experience
• 15 years’ experience working as a VAR in support of Avaya solutions a plus
Demonstrable Work Experience with each of the following:
• Strong written and verbal communication skills
• Experience in designing and supporting all aspects of Contact Centers using Omnichannel communications, IVR, speech analytics, call recording, workforce management and other associated solutions.
• Must have experience with Avaya Aura PBX solutions. CM 6.3 and above, Avaya /Verint Workforce optimization (WFO)
• Experience with CRM / Salesforce integration, CTI and other application integrations
• Deep understanding of SIP & SIP Trunking and other VoIP protocols such as H.323
Basic Skills
1. Problem Solving- creating options and solutions
2. Root cause analysis using tools like “5-whys” and DFMEA concepts to permanently resolve issues
3. Analytical Thinking- using logic and reason
4. Persuasion / Motivation- moving others to action
5. Mentoring / Training abilities – able to share knowledge effectively and teach others.
6. Leadership Skills – ability to lead team efforts during project implementation. Includes tasking junior team members"
3461,web developer,Home Delivery Assistant ? Part Time,Spokesman Review,"Spokane, Washington 99201","Home Delivery Assistant Part Time  The Spokesman-Review is currently seeking a part-time Home Delivery Assistant to work in our Circulation department. The Home Delivery Assistant position assists our District Managers to ensure papers are delivered. We are looking for a motivated and dedicated person to join our team.  Work a varied schedule which may include 5 days a week at approximately 20-25 hours week. Shifts begin as early as 1:00 am. Assist with various customer service functions and administrative office support.  You must be 18, have a valid driver's license, proof of insurance and reliable transportation. Willingness to work outside in all types of weather conditions.  We work in a supportive team environment and offer a wage of $13.50 per hour, plus mileage reimbursement.  Post offer drug (including marijuana) & background check required.  Part-time benefits include paid sick leave and matching 401K after 90-days. To Learn more and to apply:  https://careers.spokesman.com"
3462,web developer,Counterintelligence Policy Analyst,"MPIRE Technology Group, Inc.","Arlington, Virginia 22202","is seeking a 
for our client in 
 The candidate will have experience in providing support and guidance on development, strategic planning, mission management, and functional integration to DoD stakeholders.
Senior Level (7+ years)
BA/BS in related field
MPIRE Technology Group Inc. (MTG) is Small Business that was founded in Virginia. The company offers information technology services consulting and systems integration. Our core offerings include: Software Development, IT/Engineering Support and Cyber Security. MPIRE Technology Group’s technical staff has extensive experience managing and executing the full life cycle of IT infrastructure and development projects. Our teams work alongside their clients helping them to achieve their specific objectives. Our clients continue to use our services because of our high quality of work and our company values.
MPIRE Technology Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
3463,web developer,Counterintelligence Policy Analyst,"MPIRE Technology Group, Inc.","Arlington, Virginia 22202","is seeking a 
for our client in 
 The candidate will have experience in providing support and guidance on development, strategic planning, mission management, and functional integration to DoD stakeholders.
Senior Level (7+ years)
BA/BS in related field
MPIRE Technology Group Inc. (MTG) is Small Business that was founded in Virginia. The company offers information technology services consulting and systems integration. Our core offerings include: Software Development, IT/Engineering Support and Cyber Security. MPIRE Technology Group’s technical staff has extensive experience managing and executing the full life cycle of IT infrastructure and development projects. Our teams work alongside their clients helping them to achieve their specific objectives. Our clients continue to use our services because of our high quality of work and our company values.
MPIRE Technology Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
3464,web developer,Graphic Designer,"Carlson Laboratories, Inc.","Arlington Heights, Illinois 60004","Family owned and operated for over 55 years, well-established nutritional supplement firm, located in Arlington Heights, IL is seeking a Graphic Designer to assist our growing company needs.
As part of the creative team, the Graphic Designer will help product engaging print and digital advertisements, social media design, info graphic and event collateral while maintaining our brand aesthetic.
 
Medical, dental, 401(k) Plan and more"
3465,web developer,Systems Engineer,Credence Management Solutions,"Warner Robins, Georgia","Credence Management Solutions, LLC (Credence) is seeking
a Senior Systems Engineer for our Distributed Common Ground System (DCGS) program at Robins AFB, GA. The Air Force Distributed Common Ground System (AF DCGS) is an intelligence enterprise system, comprised of 27 active duty, Air National Guard (ANG), and mission partner sites, interconnected by a robust communications infrastructure spanning the globe.
Systems Engineers shall perform work that applies a broad theoretical and practical knowledge of system engineering to the acquisition process."
3466,web developer,Java Software Engineer,Vicor Corp,"Andover, Massachusetts 01810","Vicor Corporation is a leading manufacturer of high tech modular power supply components and systems for a variety of industries.  Our world class automated “mass customization” manufacturing facility, located in Andover Mass, is integrated, controlled, and monitored by our in-house custom developed Computer Integrated Manufacturing (CIM) software systems, which integrates our systems to automated manufacturing equipment. 
Software projects involve Java/Spring/Struts, Java web technology, Oracle, HTML/XML, JavaScript/Ajax, SOA/WSDL, and LINUX.   Our highly skilled team leverages a strong base of reusable software libraries and in depth advanced Mfg. systems experience, together with powerful open source toolsets.  Projects are very diverse, challenging, fast paced, and involve a variety of skills including database, user interface, real-time device communications, event-driven multi-threaded mfg. control applications, Web/Intranet, data warehousing, and dashboard techniques.  End users are located in our same building. 
Vicor offers many excellent benefits, a stimulating work environment, and is a high tech entrepreneurial engineering company as much as it is a manufacturing company.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability or protected veteran status.
 
Vicor is an EO employer – M/F/Veteran/Disability"
3467,web developer,Python Developer,Advantage It Inc,,Required:
3468,web developer,LITIGATION LEGAL ASSISTANT OR PARALEGAL,"Daniel Moody, P.A.","LARGO, Florida 33779","Daniel Moody, P.A. is seeking an experienced civil litigation paralegal or legal assistant to work remotely for an established Pinellas County AV-rated law firm with a state-wide construction law and commercial litigation practice. May be negotiable as to full or part time schedule if needed.
Must be proficient in both Word Perfect and Word, as well as in Excel. Working knowledge or prior experience with Amicus Online is a plus. Must have good written and oral communication skills for extensive interaction with the firm’s clients, other attorneys’ offices and the court’s Judicial Assistants. Must be able to work independently, have excellent organization skills and be detail-oriented.
? Opening files and linking file contacts in Amicus.
? Drafting basic pleadings. Extensive library of samples available to conform to required format.
? Filing lawsuits, including preparing summons, having summons issued by the Clerk’s Office, and coordinating with the process server for service of process. 
? Drafting and filing basic discovery requests and discovery responses. Extensive library of samples available to conform to required format.
? Drafting and filing basic motions.
? Calendar management - scheduling and setting conferences, hearings, deposition, mediation and trial/arbitration.
? Preparing transmittal and cover letters and e-mails.
? Case/File management - calendaring deadlines, keeping Amicus Case File Summary up to date as to case status, monitoring case status and readiness for trial/arbitration, attaching all file related documents to proper Amicus file.
? Preparation, issuance and coordination of service of subpoenas for deposition, trial/arbitration.
? Document management - converting various document file formats to Adobe .pdf, scanning, electronic Bates stamping, review and organization of large quantities of documents for potential use at conferences, deposition, mediation, hearings and trial/arbitration.
? Assisting with preparation for conferences, mediation, deposition, hearings and trial/arbitration.
? Construction claim of lien preparation - review of online Official Records and Property Appraiser Offices’ records, preparation of draft of construction liens, notices of nonpayment, and demand letters for attorney review and signature, using extensive forms library and resources. Recording of liens and satisfactions of lien and service of liens and correspondence by certified mail.
? Occasional assistance at deposition, major hearings, mediation and trial/arbitration.
? Other administrative duties as assigned.
Working remotely. Salary and other benefits are negotiable based upon experience and individual needs. 
E-mail resume, including all related job experience, professional references with contact information and cover letter to dmoody@danielmoodylaw.com. You can also fax to 727-596-3006.
You can learn more about the law firm at www.danielmoodylaw.com"
3469,web developer,Application Developer,Allyis,"Bentonville, Arkansas 72712",
3470,web developer,"Developer, Applications III",EVERI,"Las Vegas, Nevada 89106","Developer, Applications III  needed with Everi, in Las Vegas, NV, to design, develop, and modify software programming applications. Requires Bachelor's degree in Computer Science or related, 5 years' experience in software development and web development. Proven knowledge of designing and implanting multi-tiered applications, data access code using Entity Framework and user interfaces, writing WCF web services and various hosting configurations and unit tests and mocking dependencies, and knowledge and practical application of software development practices such as agile software development, feature driven development and SDLC. Please send resume and salary requirements to: recruiting@everi.com    PLEASE NO RECRUITERS OR AGENCIES NEEDED"
3471,web developer,Sr. UI Developer,Iris Software Inc.,"Columbia, Maryland","Hello,
This is Ashish from Iris Software.
 
We have a position of 
with our direct client in Columbia, MD/Remote. If you are Interested then please share your latest resume.
 
We are looking for a Sr. UI developer is to lead development for UI web applications as well as support the application in PROD environment.
 
 
 
 
 
Thanks and Regards,"
3472,web developer,Graphic Design / Pre Press,Distyll Graphic Solutions,"ADRIAN, Michigan 49221",
3473,web developer,Information Security Specialist,Tennessee Board of Regents,"NASHVILLE, Tennessee 37214","The Information Security Specialist is responsible for security-focused assistance to supported users and leads security initiatives on behalf of the TBR Central office and the TBR institutions. Among the duties involved, include incident monitoring, metrics gathering, generating security-focused reports and performing security-related audits as needed.  The Information Security Specialist is responsible for operation and maintenance of the security infrastructure, evaluating, recommending, and implementing new approved technologies and innovations. This position holds responsibility for the troubleshooting and resolution of reported information security issues. Responsibilities include incident management, risk assessment, security controls, awareness training, security policy and compliance, and IT security architecture, policies, and standards
Oversees security operations, security engineering, and compliance of information systems and services across the enterprise; develops, delivers and manages IT Security standards, best practices and architecture information that supports IT Security operations, engineering, and compliance across the enterprise; conducts studies within and outside the organization to ensure compliance with standards and conformity with industry security norms; consults with members of TBR community regarding security best practices and compliance; maintains awareness of how IT security services and systems affect the organization's security posture and exposure; weighs business needs against security concerns and articulates any issues to constituents and senior leadership; holds responsibility for the troubleshooting and resolution of reported information security issues; recognize and respond to information security incidents; analyze network traffic for anomalous activity and investigate as appropriate; identify and understand potential threats and vulnerabilities and recommend mitigations; perform digital forensics as part of incident response and in response to other community needs; author and edit incident reports; perform periodic security-focused risk assessments and audits of systems and tools; develop, implement, and refine solutions for security monitoring, detection, and response on TBR community systems; perform high-level analysis of complex and disparate computing systems, networks and data architectures to identify, rectify and prevent technical and information security vulnerabilities; scanning for vulnerabilities, evaluating scope and exposure, working with system and service owners to patch, isolate, or otherwise mitigate critical vulnerabilities; developing exposure metrics, detecting trends, and assisting the team in developing controls or defensive measures; use forensic, incident response, and process expertise to respond to and investigate system, service, or network attacks and breaches; applies IT security concepts to execute complex security controls to prevent hackers from infiltrating campus information or jeopardizing web-based programs for the campus; researches, analyzes and addresses attempted efforts to compromise security protocols and measures; evaluates and tests systems and applications for security vulnerabilities; maintains, uses and/or operates complex security systems; administers, tests or reviews complex security configurations to control access to systems; applies IT security concepts to use applicable encryption methods; gathers, analyzes, and summarizes information and reporting to management regarding the negative impact on the campus caused by theft, destruction, alteration or denial of access of information; applies it security concepts to select appropriate response to serious security incidents;
Maintains the Information Systems Security Program (ISP) for the TBR Central Office and works with TBR institutions on related security issues with regard to the ISSP;  promotes TBR information systems reliability and accessibility, while protecting and defending against unauthorized access to systems, networks, and data; lead the planning, design, development, integration, testing, documentation, training, implementation and maintenance of TBR IT security systems and products; provide leadership through strong working relationships and collaboration across the TBR community to develop strategic goals for information security compliance and risk mediation; coordinates the Incident Response function of the TBR IT Security Office; oversees ongoing activities related to the development, implementation, and improvement of the TBR information security program in compliance with applicable federal and state laws and regulations and the TBR's information security policies; focusing on: security risk assessments (TBR, schools, departments, and vendors); risk management (including risk prioritization and mitigation); education and awareness; advises TBR personnel on managing effective security practices; develops and maintains strong working relationships to collaborate and partner with key stakeholders (across the TBR community) and external solution providers to advocate for appropriate security practices; plan, design, enforce, and audit security policies and procedures which safeguard the integrity of and access to TBR community systems;
Develop and maintain an IT Security Architecture for TBR;
ead and coordinate the development and maintenance of information systems security policies, procedures, standards, and guidelines, ensuring compliance with federal and state laws and regulations and Regents policies and standards; analyze new federal and state statutory requirements, TBR policies, and other security initiatives to determine changes necessary for adoption/compliance and makes appropriate recommendations; responsible for understanding the complete lifecycle of TBR's security technology; combines up-to-date knowledge of commercially-available and open source information security tools, solutions and services with firsthand knowledge of TBR's information security risks to play a leading role in recommending and assessing new security services; advises operating units at all levels on information security issues, recommended practices, and vulnerabilities; manages the program of providing security risk assessments to schools and departments across TBR; manages the program of assessing information security risks related to vendor-supplied services; oversees the program of network traffic analysis to identify potential security events and risks as a means to proactively address and mitigate identified weaknesses; oversees the investigation and resolution of information security privacy considerations related to research and intellectual property, and in projects related to risk mitigation; advises TBR personnel on managing effective security practices; responds appropriately with resources and information to requests submitted by internal and external auditing functions;
Maintain the campus Cyber Incident Response Plan (CIRP) and foster security- and audit-related regular communications with campus Security Incident Response Teams (SIRT);
Ensure monitoring of security-related information sources for security alerts and assess security breaches/ events, oversee appropriate corrective actions, inform the campus community, and identify needed changes based on new security technologies or threats; serve as the liaison with external agencies and organizations, including law enforcement, as needed for incident response and planning; oversee the development and implementa­tion of training programs and communications to make systems, network, and data users aware of and understand security policies and procedures; assists in managing security incidents across the TBR community; acts as the primary control point during information security incidents; assists in communicating progress to the TBR community, as appropriate, in managing security incidents; interfaces with law enforcement agencies and other government agencies to address security lapses and respond to information security issues; works with the IT staff of TBR, community and technical colleges and departments to help them maintain a high level of technical competence and a professional approach to handling confidential matters while maintaining a customer-focused attitude; investigate security incidents; perform computer forensics studies and maintain incident tracking records. prepare status reports on security matters; develop security risk analyses; keep management informed of risks and critical issues that might affect clients or TBR community security objectives;
Develop security awareness training programs; penetration testing timelines; security standards metrics and other security-related tools for distribution and implementation across the TBR community; promotes professional development of IT Security Awareness; ensures adherence to IT security best practices and standards across the organization; consults with and studies customers to address risks, gaps in compliance, and business practices; assists in development of policies and procedures; informs the TBR community of the ongoing status of IT security activities; perform training and guidance concerning encryption of devices and other communications security equipment; describe the benefits of multifactor authentication and its use; perform custodial duties and educate users regarding security relative to classified communications; advise management regarding proper use and operation of equipment associated with security maintenance; ensure that classified material is handled and safeguarded in accordance with applicable regulations; develop and maintain classified communications procedures; perform periodic physical checks of security containers in assigned areas; develop and provide phishing exercises for training purposes; manage security improvement projects; maintain knowledge of changing information security threats and technologies; provide recommendations for adaptation of new technologies, procedures, or policies; coach and direct staff on ways they can impact the security on their campuses;
Contribute to the overall team environment by performing other tasks as assigned.
A self-starter who can work with a minimum amount of supervision;
Demonstrated organizational skills;
Demonstrated ability to understand customer needs and commitment to provide quality service;
Demonstrated willingness to work flexible hours and troubleshoot when necessary;
Excellent interpersonal and oral/written communication skills;
A willingness and passion to learn new hardware/software security-related systems that are consistent with duties
Bachelor’s degree in Information Technology or related field;
Minimum of 2 years of related work experience;
Must have an appreciation for and an understanding of a two-year college mission;
Experience in a computing function with duties in one or more of security, technical support, or customer service;
Experience with service catalogs and service level agreements;
Experience working in both technical support and end-user support environments;
Demonstrated technical writing & documentation ability necessary
Demonstrated proficiency with Microsoft Windows and Microsoft Office;
Strong desire to develop and grow in knowledge and experience;
Demonstrated ability to analyze problems from multiple points of view, lead consensus building within groups with differing views, translate consensus into planned action;
Candidate should have demonstrated experience in higher education"
3474,web developer,Digital Marketing Specialist,Telchemy,"ALPHARETTA, Georgia 30005","Telchemy is a market leading technology company that develops software for analyzing the performance of Voice and Video services and IoT.  Our customers include service providers, government and large enterprise, who use our technology enable them to deliver high quality services. We are looking for a Digital Marketing Specialist with a keen interest in technology to elevate our presence in digital media."
3475,web developer,E-Commerce Specialist,"AFTCO Mfg. Co., Inc.","SANTA ANA, California 92707",
3476,web developer,YOUTH CARE WORKER,Southwest Key Programs,"Phoenix, Arizona 85007","We are currently hiring for all of our 7 locations throughout the Phoenix Metropolitan area. Areas including Phoenix, Mesa, Glendale and Youngtown!
Job Summary:
The Youth Care Worker (YCW) is responsible for providing direct care supervision to the youths residing in Southwest Key Programs (SWK) care fostering an environment that facilitates learning and behavioral management in a supportive manner. The Youth Care Worker will maintain a flexible, organized, and efficient work schedule. 
Essential Functions:
Other Functions:
Qualifications and Requirements:
Preferred
Food Handler's Card (May be required for those Programs in which Youth Care Worker Staff Provide Meal Preparation and/or Meal Serving for Children in Care) 
Physical Demands:
Must be able to obtain Crisis Prevention Institute (CPI) certification and First Aid Certification (CPR). Must be able to supervise clients indoors and outdoors throughout the entire duration of their shift period, which lasts 8 hours or more on a typical shift. Must be able to stand, bend, or stoop for the entire duration of the shift, as necessary. Must be prepared and physically able to respond with appropriate protocol in a variety of dynamic supervision situations with clients of 0-17 years in age. In a sudden or emergency event, staff must be at all times physically able to run, jump, lunge, twist, push, pull, apply SWK-approved Physical Intervention techniques and otherwise manage or coerce the full weight of an adolescent. All staff must be physically and mentally able to manage youth who become uncooperative, sick, violent, or display any other form of harmful or threatening behavior. Must be prepared to administer emergency First Aid, CPR or CPI techniques to clients, regardless of the time of day or hour of the staff’s shift, the size of the client, or the staff’s level of personal fatigue. Staff must be able to maintain clarity of thought throughout the entirety of a shift and be able to respond quickly to duress or circumstances requiring immediate action. 
Work Environment:
This is a twenty-four hour residential facility at which minors receive multiple services. There are three shifts per twenty-four hour period. Hours and duties of work shifts are subject to change. The noise levels varies from mild to moderate. Employees and clients may be exposed to prevalent weather conditions. Position is required to eat client meals during shift with the clients."
3477,web developer,Mobile Application Developer - Can be considered for Temp to Hire and or Remote opportunity,Matrix Medical Network,"Scottsdale, Arizona 85258","Matrix Medical Network IT delivers capabilities using cutting edge technologies, including Mobile Tablet, Geo-spatial Analysis, Database Solutions using SQL and noSQL, Business Intelligence and Custom Business solutions. Looking for enthusiastic, action oriented team members who will thrive in our fast paced and dynamic environment.
 
POSITION SUMMARY:
The Senior Mobile Application Developer is a technical leader providing oversight and delivery of technical projects. This role implements architecture-centric solutions in addition to providing guidance to the developers in delivering solutions that adhere to and that meets the strategic objectives set forth by the IT Leadership and the Senior Solutions Architect.
 
Educational Requirements:
Bachelor's degree in Computer Science or related field; Masters degree in related field preferred.
 
Required Skills and Abilities:
Supervisory Responsibility: No supervisory responsibilities.
Travel Requirements
Ability to travel up to 25%.
Type: Full Time Temp to hire Mobile Application Developer
Location: Scottsdale Office
Hours: Monday-Friday 8:00-5:00 - Flexible
Matrix Medical Network is proud to be an Equal Opportunity Employer. Scottsdale, AZ 85258. Primary Location: Scottsdale, AZ 85258. Job: IT— Mobile Application Developer, Sr. Regular Shift. Full-time Job Level: Day Job."
3478,web developer,Account Manager,United Business Corporation,"El Monte, California",
3479,web developer,Senior Java Software Engineer needed!,AETEA Information Technology Inc.,"Wilmington, Delaware","The client and the team you will be working in are great and offer positive challenges in a dynamic environment.
Our client is looking for a Strong Java Engineer, with Spring Boot and Container experience who has worked in the financial industry.  Experience with AWS and Python would be a huge plus. 
Our tech culture embraces the concepts of Continuous Delivery, Total Quality Management, Knowledge Sharing, Personal and Career Advancement, Empowerment, Innovation, and Collective Ownership. We encourage new technology, out of the box thinking, casual dress and the occasional game of ping pong.
 
The Sr. Lead Engineer will work directly with Associate Software developers daily and contribute leadership and technical expertise to achieve shared objectives.  The Sr. Lead Engineer will participate in product centric, cross-functional, Agile Teams composed of Product Owners, Product Managers, Scrum Masters, Software Developers and Automation Engineers. The Sr. Lead Engineer is expected to influence this team and adjacent teams on occasion by identifying opportunities and proposing solutions. 
The Sr. Lead Engineer will be accountable for the timeliness and quality of the engineering products produced within their assigned product team.  It is imperative the Sr. Lead Engineer is capable of recognizing Minimum Viable Product (MVP) features sets, risks, and dependencies and recommend iterative delivery packages to maximize business value and minimize time to market.  Additionally, the Sr. Lead Engineer will be accountable for executing development activities aligned with agreed development and quality control standards.  The Sr. Lead Engineer should encourage and promote Associate Developers to exhibit the same behaviors.  The Sr. Lead Engineer will ensure production of technical documentation and supporting processes as solutions are delivered.
:          6 months +, Contract to Hire
:         Remote (*must be in EST)
****REFERRAL FEES PAID up to 500!!!!"
3480,web developer,Print Production Assistant,ARC Document Solutions,"Houston, Texas 77006",":
We are one team, one company. We are blessed with an outstanding culture and maintaining this is something very important to all of us. The right candidate can succeed in a team environment.
 
 
 
 
 
PI120893261"
3481,web developer,Custom Development / Naos Support Software Engineer (REST/C++/C#/Python),Forsk US Inc,"Chicago, Illinois 60606",
3482,web developer,Mobile Application Developer - Can be considered for Temp to Hire and or Remote opportunity,Matrix Medical Network,"Scottsdale, Arizona 85258","Matrix Medical Network IT delivers capabilities using cutting edge technologies, including Mobile Tablet, Geo-spatial Analysis, Database Solutions using SQL and noSQL, Business Intelligence and Custom Business solutions. Looking for enthusiastic, action oriented team members who will thrive in our fast paced and dynamic environment.
 
POSITION SUMMARY:
The Senior Mobile Application Developer is a technical leader providing oversight and delivery of technical projects. This role implements architecture-centric solutions in addition to providing guidance to the developers in delivering solutions that adhere to and that meets the strategic objectives set forth by the IT Leadership and the Senior Solutions Architect.
 
Educational Requirements:
Bachelor's degree in Computer Science or related field; Masters degree in related field preferred.
 
Required Skills and Abilities:
Supervisory Responsibility: No supervisory responsibilities.
Travel Requirements
Ability to travel up to 25%.
Type: Full Time Temp to hire Mobile Application Developer
Location: Scottsdale Office
Hours: Monday-Friday 8:00-5:00 - Flexible
Matrix Medical Network is proud to be an Equal Opportunity Employer. Scottsdale, AZ 85258. Primary Location: Scottsdale, AZ 85258. Job: IT— Mobile Application Developer, Sr. Regular Shift. Full-time Job Level: Day Job."
3483,web developer,Print Production Assistant,ARC Document Solutions,"Houston, Texas 77006",":
We are one team, one company. We are blessed with an outstanding culture and maintaining this is something very important to all of us. The right candidate can succeed in a team environment.
 
 
 
 
 
PI120893261"
3484,web developer,Account Manager,United Business Corporation,"El Monte, California",
3485,web developer,Sr. QA_React/React Native,Foothills Consulting Group,"Torrance, California 90502","Sr. Quality Analyst is expected to maintain and write automated test cases, as well as create automation frameworks. Creation of test cases are based off user stories. The candidate will create reports, test the app from a design and usability perspective and support testing throughout the life-cycle of the product. The QA Automation Engineer will be expected to work in a dynamic, interactive and global team, communicate efficiently and effectively and always be ready to support their peers.
* Create and maintain test plans for new and existing features of Mobile/Web applications developed in React Native/React JS
* You will be working across multiple technologies, our frontend (React/Redux site, React-Native app), as well as our backend (node.js) and database (mongoDB).
* Review features in development and can identify incomplete specifications or prospective testing risks
* Maintain and Execute automated test scripts, as well as create automation frameworks
* Keep all stakeholders updated on the status of testing and communicate any blockers or delays when testing through reporting and metrics
• Design and build automation frameworks for Mobile/Web applications developed in React Native/React JS
• Create automated integration cases for native mobile device applications / iOS and Android mobile platforms.
• 3+ years of hands on experience using mobile testing frameworks such as XCode, XCTest, XCUITest, Appium, Android Studio,
• 3+ years of hands on experience in any API automation testing tools – Selenium, HP UFT/QTP, SOAP UI, Postman.
• Design, develop, and maintain UI Automation Scripts in C#/SpecFlow/Cucumber.
• 2+ years of experience on load testing using JMeter/VSLoadTest/BlazeMeter.
• Basic coding and debugging skills on microsoft dot net/c#/java/Java script code using visual studio/vs code.
• Experience working with continuous integration tools. (TFS, Jenkins, Bamboo, etc.)
• Translate functional requirements and use cases into clear, concise, detail-oriented test plans/cases
• Experience working in an agile environment and knowledge of Scrum/SAFe methodologies will be advantage.
• Docker & Azure Cloud experience will have additional advantage.
• Strong verbal and written communication skills in English"
3486,web developer,Lead Application Developer,ADP,"Alpharetta, Georgia","Lead Application Developer
 
 Alpharetta, GA
 
 
ADP Technology Services, Inc. seeks a Lead Application Developer at our Alpharetta, GA location. Responsibilities: Participate in the Software Development Life Cycle (SDLC), including planning, construction, testing, reviews, and demonstrations. Provide technical guidance in the design and development of web and mobile applications for internal and external clients. Ensure web site security and appropriate timeframes for web applications. Develop and enhance software programs and data structures that meet business objectives. Research and design techniques and tools to develop streamlined software development processes. Create responsive, scalable, and robust web applications. Package, configure, and deploy software. Collaborate with clients, Product Managers, Architects, and Analysts to develop and review software requirements and design. Review and create system, software, and functional design specifications that address requirements."
