id,job-query,title,company,location,description
5306,database administrator,Customer Care Specialist II,"Franklin Energy Services, LLC","Chicago, Illinois","Position Summary
We provide our utility clients with a wide range of energy-saving and renewable energy solutions. From individual utility customers and construction contractors, to utilities, municipalities, and government bodies, our clients have come to depend on our customized energy efficiency programs to help them to meet their energy saving goals.
The Customer Care Specialist II is primarily responsible for providing an exceptional level of customer satisfaction by promoting participation in energy efficiency programs. This position is also responsible for addressing and resolving customer inquiries, problems, and complaints in accordance with company policies and procedures. You will also be working with others who are passionate about energy efficiency and making a positive impact on the industry.
Essential Duties and Responsibilities
This list of duties and responsibilities is not all-inclusive and may be expanded to include other duties and responsibilities, as management may deem necessary from time to time.
Position Requirements
Education and Experience
Required Skills, Knowledge and Abilities
Licenses & Certifications
Travel Requirements
Physical Demands and Work Environment
    
      
    
The above information describes the general duties and requirements necessary to perform the principle functions of the position. This shall not be construed as a detailed description of all the duties and requirements that may be necessary in this position.
An Equal Opportunity Employer"
5307,database administrator,Acquisition Manager - Integration of Product Support Management,Credence Management Solutions,"Washington, District of Columbia","Credence Management Solutions, LLC (Credence) is seeking a
Senior-level Acquisition Manager to support AFLCMC/OZJ in Washington DC."
5308,database administrator,Sr. Java Integrations Developer,ARC Group,"Jacksonville, Florida 32246","Can work Remotely until CV/19 restrictions are lifted
Job Description: 
In this role, you will work with clients to understand business requirements, gather information about various source systems, and build the actual integrations which connects their data sources together. As an integration’s developer, you will need to be able to work in a fast-paced environment to manage competing priorities, meet agreed upon deadlines, and deliver high quality work. This position is responsible for analysis, design, development, and implementation of Enterprise Service Bus (ESB) applications for internal company use and for clients. In addition, this position will take on the responsibility for:
Job Duties
Additional Experience:
REQUIRED EXPERIENCE:
REQUIRED EDUCATION:"
5309,database administrator,Associate Technology Architect,PSEG,"Newark, New Jersey","Requisition ID:  58761  
Job Function/Category:  Information Technology  
Employment Type:  Exempt Full Time  
 The Mobile Technology Architect leads the mobile computing efforts to develop, maintain and govern mobile computing across the organization. The position leads, prioritizes and develops the overall approach for the organization. The Mobile Technology Architect has purview into (and directly manages) other architecture-related activities and the respective roles (such as business, information, solution and technical). The Mobile Technology Architect plays a role in orchestrating IT's delivery of business value from mobile technologies, working closely with product management. This position is a direct report to the Group Product Manager and requires an understanding of business goals, business processes and mobile technology architecture and device management. 
• Lead and Influence
 o Leads the creation or evolution of the mobile technology program/function.
 o Promotes the business value of the mobile computing program/function and its process, and the results of the mobile computing program to business and IT leaders/executives.
 o Leads the development of an implementation plan for mobile technologies based on business strategy and requirements.
 o Seeks opportunities to highlight how digital business initiatives will potentially impact enterprises' economic architecture and metrics.
 o Consults with infrastructure, project and product teams to ensure consistency with the mobile technology architecture, as well as to identify when it is necessary to modify the mobile technology architecture.
 o Identifies organizational requirements for the resources, structures and cultural changes necessary to support the mobile technology architecture.
• Identify Ecosystems and Develop Business Models
 o Understands the business's economic and financial levers that are susceptible to digital transformation, so as to effectively support and guide mobile technology investment decisions.
 o Designs and constructs future- and current-state business models so as to practically apply new and emerging mobile technologies to drive them.
 o Details potential competitive threats from digital enterprises that are generally considered outside of your traditional realm of competition.
 o Presents a gap analysis and/or IT investment road map that reflects the status of the existing IT estate, namely, its ability to contribute to future-state business capabilities around ecosystems and mobile digital platforms.
• Focus on Strategy and Execution
 o Demonstrates the business value of mobile computing as an enabler of strategy formulation, and as support for technology innovation, which drives the organization's top and bottom lines.
 o Formulates, translates, advocates, supports and executes business strategy to achieve the organization's targeted business outcomes.
 o Constructs mobile technology-enabled operating models, and provides viable options and visibility into execution issues.
 o Develops diagnostic and actionable deliverables that help guide investment decisions in support of executing business strategy.
 o Leads the development and execution of a communication and education plan for mobile technology architecture.
 o Leads the development of an implementation plan for the mobile technology based on business requirements and IT strategies.
• Research and Understand Technology and Non-Technology Trends
 o Research and assess for major disruptive technology and non-technology trends (trend spotting) that affect business. Provides practical advice and best practices to overcome these challenges and successfully delivers the expected business outcomes.
 o Contextualizes the technology trends based on social, economic, political and other non-technology trends.
 o Leads the analysis of business and operating models, market trends and the mobile technology industry to determine their potential impact on the mobile technology business strategy, direction and architecture.
 o Oversees the documentation of all mobile technology design and analysis work.
 o Creates and oversees the documentation of all mobile technology architecture design and analysis work.
• Enable mobile technology Ideation and Innovation
 o Tracks and applies innovative and existing technologies, anchoring them in the business model to assess their potential, and use rapid prototyping approaches to evolve innovations.
 o Runs mobile technology experiments, helping to create new products and services and integrating the best of theses into steady-state operations for the organization.
 o Provides perspective on the readiness of the organization to change and innovate.
• Determine and Help Orchestrate the Delivery of Business Outcomes
 o Works with business peers and leads the identification and analysis of mobile technology business outcomes and drivers to derive useful business context, and in response to disruptive forces. Leads analysis of the IT environment to detect critical deficiencies and recommends solutions for improvement.
 o Guides and advises stakeholders about disruptive technologies and trends.
 o Determines the relationship between people, processes, information, and technology and trends of the enterprise, and their relationships to one another and to the external environment.
 o Works with business peers to develop and present business capability models and roadmaps to facilitate discussion and decision making with stakeholders across the enterprise.
 o Leads analysis of the business' future-state capabilities and future (and current) IT environment to detect critical deficiencies and recommend solutions for improvement and driving the business forward.
• Leads and facilitates the creation of governance, assurance and standards to guide mobile computing decision making.
 o Ensures that the optimal governance structure and compliance activities are associated with mobile computing compliance.
 o Oversees the evaluation and selection of mobile computing standards, as necessary.
 o Oversees mobile computing implementation and ongoing refinement activities.
 o Oversees mobile computing implementation, continuous improvement and ongoing refinement activities.
Required Skills:
• Bachelor's degree in business, computer science, computer engineering, electrical engineering, system analysis or STEM. Without a bachelor's degree, must have a minimum of 6 years of technology solution engineering
 • Experience in disciplines such as business, information, solution or mobile technical architecture, MDM application development, middleware, information analysis, database management or operations in a multi-tier environment.
This is a multi-level position and the successful candidate will be based on job performance, skills, knowledge and experience. 
• 9668-Associate Technology Architect: 2-4 years of technology solution engineering. Without a bachelor's degree, must have a minimum of 6 years of technology solution engineering
• 9669-Technology Architect: 4-6 years of technology solution engineering. Without a bachelor's degree, must have a minimum of 8 years of technology solution engineering
• 9670-Senior Technology Architect: 6-8 years of technology solution engineering. Without a bachelor's degree, must have a minimum of 10 years of technology solution engineering
• 9671-Principal Technology Architect: 8 or more years of technology solution engineering. Without a bachelor's degree, must have a minimum of 12 years of technology solution engineering
Key Skills and Knowledge:
 • Knowledge of business models, operating models, financial models, cost-benefit analysis, budgeting and risk management.
 • Familiarity with information management practices, system development life cycle management, IT services management, infrastructure and operations, and mobile computing and ITIL frameworks.
 • Knowledge of business ecosystems, SaaS, infrastructure as a service (IaaS), platform as a service (PaaS), SOA, APIs, open data, microservices, event-driven IT and predictive analytics.
 • Exposure and understanding of existing, new and emerging mobile technologies, and processing environments.
 • Exceptional soft and interpersonal skills, including teamwork, facilitation and negotiation.
 • Strong leadership skills.
 • Excellent analytical and technical skills.
 • Excellent written, verbal, communication and presentation skills.
 • Excellent planning and organizational skills.
 • Knowledge of all components of holistic mobile technology architecture.
 • Knowledge of business engineering principles and processes.
 • Familiarity with basic graphical modeling approaches, tools and model repositories.
 • Organizationally savvy, and understanding of the political climate of the mobile technology and how to navigate obstacles and politics.
 • Ability to balance the long-term (""big picture"") and short-term implications of individual decisions.
 • Ability to translate business needs into mobile computing requirements.
 • Ability to estimate the financial impact of mobile computing alternatives.
 • Ability to apply multiple solutions to business problems.
 • Ability to rapidly comprehend the functions and capabilities of new technologies.
 • Capable and comfortable with balancing time between foundational mobile computing (Mode 1: ensures efficiency and predictability) and vanguard mobile computing efforts (Mode 2: concerned with speed, agility and flexibility to achieve a unified and flexible mobile computing that meets the organization's needs).
 • Ready to think, behave and act in an innovative consulting manner to drive the organization's digital business strategies.
 • Understand and speak the language of the business.
 • Influential in the organization and a team player.
 • Effective at driving short-term actions that are consistent with long-term goals.
 • Trusted and respected as a thought leader who can influence and persuade business and IT leaders
 • Comfortable, experienced and accomplished at working with business executives, and able to push back in a professional and diplomatic way.
 • Highly collaborative and supportive of business and of its ideals and strategies.
Desired Skills:
• Experience with VMWare Airwatch, SCCM, and/or Citrix
 • Master's degree or MBA
Additional Information: 
 PSEG will not offer visa sponsorship in connection with this position. 
RSRPSEGAs an employee of PSE&G or PSEG Long Island, you should be aware that during storm restoration efforts, you may be required to perform functions outside of your routine duties and on a schedule that may be different from normal operations. 
This site ( http://www.pseg.com ) is strictly for candidates who are not currently PSEG employees. PSEG employees must apply for jobs internally through empower which can be accessed through the mypseg homepage by clicking on the employee center tab, then under the empower header, choose careers. 
Business needs may cause PSEG to cancel or delay filling position at any time during the selection process. 
Certain positions at the Company may require you to have access to Part 810-Controlled Information.  Under the law, the Company is limited in who it can share this information with and in certain circumstances it is necessary to obtain specific authorization before the Company can share this information.  Accordingly, if the position does require access to this information, you must complete a 10 CFR Part 810 Export Control Compliance Nationality Request Form, a copy of which will be provided to you by Talent Acquisition if an offer is made.  If there is a need for specific authorization, due to the time it takes to obtain authorization from the government, we will likely not be able to further proceed with an offer. 
Public Service Enterprise Group (PSEG) is an equal opportunity employer, dedicated to a policy of non-discrimination in employment, including the hiring process, based on any legal protected characteristic. Legally protected characteristics included, race, color, religion, national origin, sex, age, marital status, sexual orientation, disability, or veteran status or any other characteristic protected by federal, state, or local law in locations where PSEG employs individuals. 
Need to request an accommodation? 
If you have a disability and need assistance submitting your resume, applying for a position or registering for a test, please call 973-430-3845. Any information provided regarding a disability will be kept strictly confidential and will not be shared with anyone involved in making a hiring decision. 
Newark 
New York City 
 Architecture, Engineer, Consulting, Electrical, Risk Management, Engineering, Technology, Finance"
5310,database administrator,Network Analyst II,Honeywell,"Overland Park, Kansas","Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status."
5311,database administrator,Sales Coordinator,Pro Staff,"Eden Prairie, Minnesota 55346","About Pro Staff
 Pro Staff makes all employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, ancestry, medical condition, age, marital status, national origin, citizen status, political affiliation, union membership, genetic information, physical or mental disability, veteran status, denial of medical or family leave, pregnancy or pregnancy disability leave or any other protected group status as defined by federal, state or local law.  We will provide reasonable accommodations throughout the application or interviewing process.  If you require a reasonable accommodation, contact us.  Pro Staff is an E-verify employer."
5312,database administrator,Senior Engineer of Product Characterization and Modeling,OSI Engineering,"Newark, California 94560","Senior Engineer of Product Characterization and Modeling for Sensor Devices in Newark, Ca.
 
Seeking a self-motivated individual to spearhead product performance, quality and yield improvement of leading-edge environmental sensing systems through detailed characterization and analysis of individual sensors and statistical analysis of high-volume manufacturing distribution data.
 
 
 
 Newark, Ca
 Full Time"
5313,database administrator,Lab Tech,Advantage Resourcing,"Ocilla, Georgia 31774","Looking for a new Career!!! Advantage Resourcing is recruiting for an experienced Quality Control Lab Inspector. We are looking for someone willing to work 6 days a week, 8 hour shifts. This is subject to change if necessary. 
 Location: Fitzgerald/Ocilla, Georgia
Pay: $10-$12/hour based on experience
Shift: 2
 Shift 
Experience: Client is really looking for someone that’s looking for a career with their company! Previous experience in QC is preferred but not required.
 
Uphold the safety regulations of the company and supervise the production process to guarantee that all products meet quality expectations.
Perform regular product evaluations, record inspection results and recommend improvements to the production process
Demonstrate great attention to detail with excellent technical and math abilities
Perform assessments on all materials for shipping
Inspect and reject products and materials that fail to meet quality expectations
Analyze data and perform calculations to provide adjustment information for plant operations to ensure product compliance
Read plans and specifications to understand the requirements of products and services
Maintain a database of sample results, which includes maintain multiple lab records, books and spreadsheets
Resolve quality-related issues in a timely manner
 
High school Diploma or GED
At least one year verifiable experience working in a lab setting
Excellent math and technical skills
Understanding of quality control standards and testing techniques
: 
Lift and move up to 30 lbs. to shoulder height. 
Regularly required to stand and sit 
Must be able to climb stairs 
Work Environment: Occasional exposure to elements such as odor, noise, dust, heat, cold or chemicals.
About Advantage Resourcing
 Advantage Resourcing makes all employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, ancestry, medical condition, age, marital status, national origin, citizen status, political affiliation, union membership, genetic information, physical or mental disability, veteran status, denial of medical or family leave, pregnancy or pregnancy disability leave or any other protected group status as defined by federal, state or local law.  We will provide reasonable accommodations throughout the application or interviewing process.  If you require a reasonable accommodation, contact us.  Advantage Resourcing is an E-verify employer."
5314,database administrator,Paralegal - Contractor Position,PJM Interconnection LLC,"Norristown, Pennsylvania 19406",
5315,database administrator,Senior Data scientist,Alchemy HR Services,"Bellevue, Washington","Responsibilities
Required Skills/Experience:
Additional Information
All your information will be kept confidential according to EEO guidelines."
5316,database administrator,Loan Origination Assistant - Relocation,Colonial Savings,"Plano, Texas","The 
 - 
 will provide administrative support to assigned Loan Officers by assisting with functions associated with loan prospecting, origination, processing, closing, and post-closing of residential mortgage loans.
Equal Opportunity Employer
M/F/Disability/Vet.
Member FDIC | Equal Housing Lender | NMLS ID 401285"
5317,database administrator,ColdFusion Application Developer,ARW,"Middleboro, Massachusetts 02346",
5318,database administrator,Counselor Administrator Job in Downers Grove,Weichert,"Downers Grove, Illinois 60515","Weichert Workforce Mobility is hiring a Counselor Administrator inDowners Grove, IL. The Workforce Mobility Counselor Administrator is responsible for facilitating the data entry into various systems for identified clients as needed and overall assistance to the relocation counselors. This position assists in transferee case management, customer satisfaction and service delivery, supplier coordination, and revenue generation.
Job responsibilities include, but are not limited to:
The ideal candidate will meet the following requirements:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected veteran status."
5319,database administrator,Professional PLC,Yanfeng Automotive Interiors,"Highland Park, Michigan 48203",
5320,database administrator,Driver Courier,ORBIS,"Philadelphia, Pennsylvania 19112","Responsibilities:
Requirements:
ORBIS offers an excellent benefits package and competitive salary in a professional atmosphere."
5321,database administrator,Contract Vertica Admin Remote role,Nuware Technologies,"Iselin, New Jersey 08830","Location Remote
very strong database background 
expertise in vertica DB configurations 3) Vertica Backup and Recovery 4)Linux OS debugging in CPU, RAM, IO and Networking 5)Installation, configuration, patching of Vertica and Management Console NoSQL database"
5322,database administrator,Quality Engineer,Applied Thin Film Products,"Fremont, California 94538","Job Description:
Supports the Quality Assurance function, plans and conducts activities concerned with quality assurance, quality control inspections, manufacturing processes, materials, and products by performing the following duties. Includes the following as a minimum and may include other actives as deemed necessary by the Quality Assurance Manager.
Essential Job Responsibilities:
Requirements/Qualifications"
5323,database administrator,Clinical Study Manager - Oncology,Astellas,"Northbrook, Illinois","Developing innovative therapies is one of the most challenging, most essential and personally rewarding fields in science. This is the most exciting time to be a part of Astellas, a company with a uniquely collaborative and patient-focused culture. 
There's something special about working at Astellas. It's reflected in our focus on the people we serve, the way we treat each other and the results we achieve together as a company. 
Astellas is announcing a Clinical Study Manager - Oncology opportunity in Northbrook, IL. 
  
Position & Scope: 
 
*  Plan, initiate and execute assigned clinical studies with operational excellence 
*  Be accountable for effective management of budgets, timelines and resources for assigned clinical studies and implementation of appropriate standards and processes to ensure clinical study quality 
*  Be responsible for effective training and management of interactions with study team, study sites and vendors for assigned clinical studies 
*  The scope of this position is Phase 1 through 4 APGD-sponsored clinical studies.  
Essential Job Responsibilities: 
 
*  Manage and lead the day-to-day operations of assigned studies to ensure completion per established project team goals and objectives in compliance with applicable GCP/ICH guidelines and other regulatory requirements 
*  Manage and lead cross-functional study teams, including vendors 
*  Provide accurate and up-to-date study information within CTMS and other relevant tracking systems and provide regular updates of study progression to Clinical Program Management and other stakeholders; proactively identify and resolve issues that arise during study conduct; manage escalation of study-related issues 
*  Lead development of study plans and system set-up; participate in preparation and ensure operational excellence of protocol, CRF, CSR and other key study team deliverables 
*  Implement appropriate systems, standards and processes to ensure quality at the level of investigative sites, vendors and data 
*  Lead preparation of vendor requirements and project scope and selection of study vendors; effectively manage interactions with vendor study team 
*  Lead feasibility assessment and selection of countries and sites for study conduct 
*  Oversee the clinical aspects of timely data cleaning, data analysis and the availability of top line results; participate in data reviews and review of statistical analysis plans 
*  Ensure set-up and implementation of effective investigator and site monitor training; coordinate operational and therapeutic area training for internal and external study team members. 
*  Provide oversight and direction to study team members for study deliverables; may provide direction to Associate Clinical Study Managers and Clinical Trial Associates for assigned studies.  
Quantitative Dimensions:  
Responsible for the preparation and management of budgets, timelines and resources for assigned clinical studies. Responsible for study budgets up to $100M. 
  
Organizational Context: 
Reports to the Senior Manager, Clinical Study Management or above. This position has no direct reports but may provide oversight and direction to study team members for study deliverables and may provide supervision to Associate Clinical Study Managers and Clinical Trial Associates.  
 
Qualification 
Requirements: 
 
*  BA/BS degree with at least five years multi-country clinical trial experience or advanced degree (MS/PhD/PharmD) with at least 3 years clinical trial experience 
*  Must have strong knowledge of ICH/GCP guidelines. 
*  Must have strong knowledge of protocol and clinical drug development processes, clinical study design, study planning and management, and monitoring. 
*  Requires proven project management skills and study leadership ability. 
*  Must have excellent interpersonal, written and verbal communication skills, administrative skills and computer ability. 
*  Fluent in English. Moderate (25%) travel required.  
  
#LI-VB 
Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
5324,database administrator,Benefits Manager,FactSet Research Systems,"Manila, Utah","The role primarily focuses on managing the Benefits policies and programs which includes vendor management, compliance, designing benefit packages, framing policies, market intelligence, end-end administration of enrollment, endorsements, maintaining internal and external benefits database.
Responsibilities
Requirements"
5325,database administrator,Data Entry - Case Filing Specialist,American Arbitration Association,"Voorhees, New Jersey 08043",PI120948832
5326,database administrator,Web Application Developer,Intervise Consultants Inc.,"Dover, Delaware","Long term Contract position.  This is Year one of a Five year contract
Dover, DE
 
This position is for a 
 who has 
 and Must have a 
.
 
Analyze and evaluate application project requirements of considerable complexity requiring a thorough understanding of all parameters affecting and interfacing with the system. Reviews user requirements and provides direction in the identification of problem and potential resolution. 
 
ESSENTIAL DUTIES AND RESPONSIBILITIES: 
 
QUALIFICATIONS: 
Technical Expertise:   
 
EDUCATION REQUIREMENTS: 
 
CLEARANCE REQUIREMENTS: 
 
ADDITIONAL DUTIES AND RESPONSIBILITIES:  
Ability to communicate clearly via written and spoken word to multiple stakeholders including mid-level and senior leadership.  
 
LANGUAGE SKILLS: 
Ability to read, analyze, and interpret the English language. 
 
WORK ENVIRONMENT 
Office environment. Normal workday is 8 hours scheduled between duty hours of 6:00 AM through 6:00 PM Eastern Time, Monday-Friday, excluding federal holidays. On call duty as required. 
Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status."
5327,database administrator,Program Data Intake Specialist,"United States Veterans Initiative, Inc.","Phoenix, Arizona 85012",
5328,database administrator,Solutions Engineer,"DSS, Inc.","North Palm Beach, Florida 33408",PI120699205
5329,database administrator,Lead Infrastructure Engineer,LRS,"Springfield, Illinois","LRS is in need of a Lead Infrastructure Engineer for a direct hire opportunity with our client in central Illinois. If you’re that person, submit your resume now!
The Lead Infrastructure Engineer is responsible for being the hands-on technical leader for the design, implementation and management of the day-to-day aspects of compute and storage related systems, services & solutions; ensuring their quality, stability, availability, redundancy and security. This role includes the design and management of servers, storage, backup/data protection, and virtualization stack.
 
#LI-SM1"
5330,database administrator,Senior Accountant,"Con-Tech Manufacturing, Inc.","DODGE CENTER, Minnesota 55927",Con-Tech Manufacturing is the leading mixer manufacturer in the United States. They are adding a senior accountant position to their growing accounting team. A successful candidate must be willing to wok in a fast-paced environment and have excellent communication skills.
5331,database administrator,Computer Professionals,Focus Core Inc,"Hoffman Estates, Illinois 60169","Computer Professionals (Hoffman Estates, IL) IT Firm: Sr System Analyst 1) expand or modify system to serve new purpose or improve work flow; 2) test, maint & monitor computer progms & systems, incl coord installation of computer prog & systems; 3) dev, doc & revise system design procedures, test procedures, & quality standards; 4) review & analyze computer printouts & performance indicators to locate code probs, & correct errors by correcting codes; 5) consult w/mgmt to ensure agreement on system principles; 6) coord & link computer systems w/in an orgn to increase compatibility & so info can be shared; 7) determine computer sftwr or hrdwr needed to setup or alert system; 8) supervise computer programmers or other system analysts or serve as project leaders for systems projects; 9) assess usefulness of pre-devlp’d app packages & adapt them to a user envrmt; 10) use the computer in analysis & solution of busn probs, such as devlpmt of integrated prodn & inventory control & cost analysis systems; 11) specify inputs accessed by the system & plan the distribution & use of the results; 12) interview or survey workers observe job performance or perform the job to determine what info is processes & how it was processed 13) debug system probs identify issues & fix them through code or configuration; 14) perform regression & unit test for the objects. Req’ts: Bchlr’s ENGG (ANY), BUSN ADMIN, MATH, CS. 60 mos work exp req’d in position of CONSULTANT, BUSN INTELLIGENCE SECIALIST. Position #920001. Software Engineer 1) perform system demos of the sap data integrator, data quality, data services, & info steward tools to busn users; 2) provide training & step-by-step instructions guide to the busn on using system data extraction, cleaning, deduping, transformation & loading processes; 3) provide knowledge mgmt incl training guides, job aids, etc. for the busn users after system go-live leads req’ts gathering & analysis incl verification of req’ts efforts to ensure req’ts captured are clear, concise, traceable & verifiable & unambiguous; 4) dev numerous cleansing procedures incl macros, & transforms for data standardization, clearing & consolidation; 5) perform data manipulation using techniques such as data step manipulation, sorting, merging, concatenating; 6) conduct data profiling w/sap data insight & info steward to conduct qualitative data health check & provide data quality score cards & metrics; 7) use global address directories to validate address data of various master data elements incl clients, matters, timekeepers & vendors & provide a mechanism for users to assess missing info through user-friendly front end; 8) dev & execute complex data transformation routines & validation checks to make data error proof conversion during final cut-over of the busn system; 9) dev highly visual dashboards w/drill down capability to provide data quality metrics for busn to analyze & make informed decisions on data readiness; 10) provide hi-volume cleansed master & transactional data to busn for unit, string & 3 cycles of end-to-end system integration testing & user acceptance testing; 11) coord data migration activities from legacy system to sap; 12) perform unit testing of tools & prog devlp’d to load data; 13) lead the mock conversion effort to run the data extraction, cleansing, transformations procedures incl loading into sap systems during 3 dry runs for preparing tam for final cut-over; 14) dev a conversion strategy that’ll contain a clear definition among other things of historical data to be converted to support busn req’ts; 15) coord process of devlpmt of tools & progms to convert data into new system & guide team in adopting best practices; 16) participate in analysis & data mapping activities related to data conversions; 17) review funct’l specs & assist busn & functional teams in completing functional specs & mapping docs for data conversion; 18) track progress of cleansing, mapping, programming, extraction, file prep, & conversion activities; 19) provide guidance & ensure performance optimization for conversion objects. Req’ts: Mstr’s CS, IT, ENGG (ANY), IS. Position #920002. Sr Programmer Analyst 1) as a member of service to cash team resp for end-to-end busn process implementation in S2C functional area; 2) assist in req’ts gathering, system design & config; 3) resp for all config activities for assigned busn processes in S2C team; 4) analyze the current config & system design & identify the areas for improvement; 5) guide the team in adopting the standards & sap best practices in design & configuration; 6) write funct’l specs for WRICEF objects & work w/devlpmt team in design & testing to those objects; 7) resp for delivering all project doc incl busn print, process design docs, busn process procedures, config guides, functional specs & training doc for busn processes assigned to consultant; 8) manage master data related activities & coord master data conversion process; 9) assist effort of test script devlpmt for unit, string & integration testing & coord testing process for S2C processes; 10) resp for assisting test execution & defect resolution during system integration & user acceptance testing; 11) support end system testing; 12) provide leadership in troubleshooting & resolving any major/complex process design & project mgmt related issues for S2C team; 13) troubleshoot & resolve any S2C system configuration issues. Req’ts: Bchlr’s ENGG (ANY), COMP APP, IT, CS, CIS. 60 mos work exp req’d in position of PROG ANAL, CNSLT SAP, SFTW DEV. Position #920003. Programmer Analyst. 1) perform or direct revision, repair, or expansion of existing progms, such as pro billing release r4.5, to increase operating efficiency or adapt to new req’ts. 2) analyze current configuration & system design for pro billing release r4.5 & identify areas for improvemt. This incls formalizing & leading strategic planning process, focusing on long term trends & outlook, & competitive intelligence. 3) facilitate execution of strategy by working collaboratively w/exec team & ensure strategy is communicated & easily understood by all throughout the orgn. 4) assist in effort of req’ts gathering, system design & configuration, integration testing, cutover & go-live activities of pro billing release r4.5. 5) write, analyze, review, & rewrite programs for pro billing release r4.5 by using workflow chart & diagram, & applying knowledge of computer capabilities, subject matter, & logic. 6) consult w/managerial, engg, & tech’l personnel to clarify prog intent, identify problems, & suggest changes for existing programs, such as pro billing release r4.5. 7) adopt standards & sap best practices in design, doc, & configuration. 8) resp for busn req’ts gathering, gap analysis, process mapping & process design for pro billing release r4.5. 9) act as a key advisor to exec team on critical changes in competitive landscape, global marketplace & external busn envirnmt. 10) assist team effort for delivering all project doc incl busn print, process design docs, busn process procedures, configuration guides, functional specs & training doc. 11) ensure strategic actions are completed at various levels to achieve desired results. 12) lead orgn’s approach to measuremt & evaluation of pro billing release r4.5 w/focus on creation of an orgiz’l dashbd for impact & orgnz’l effectiveness. 13) consult w/& assist computer operators or system analysts to define & resolve problems in running computer programs, incl: pro billing release r4.5. 14) ensure approp metrics are in place to measure performance & progress towards strategic goals for pro billing release r4.5. Req’ts: bchlr’s CS, ENGG (ANY), CIS, MATH. Position #920004. Programmer Analyst. 1) Utilize technologies like SAP UI libraries XML, JavaScript, jQuery, HTML5, & CSS/CSS3 for design & deploymt of Fiori apps; 2) In charge of end to end dev of SAP UI5/Fiori Apps (Central, Embedded & HCP Deploymt); 3) Guide client in Fiori implementation strategy which incls exploring Fiori apps in Cloud & finding other apps which are suitable for current busn process; 4) Participate in workshops to gather req’ts for design & dev custom UI5 apps for different user groups; 5) Provide proof of concept, design docs, process flows & complete architectural diagram; 6) Deliver prototype apps based on SAP user exp strategy using modern technologies such as SAPUI5, HTML5 & Angular; 7) Implement & Customize UI5/Fiori Apps utilizing Eclipse, Sublime Text & SAP Web IDE. Req’ts. Bchlr’s in CS, ENGG (ANY), IT, MATH & 60 mos work exp req’d in position of SAP lead consultant, tech’l lead, wen module lead. Position # 920005. Software Developer. 1) provide training or mentoring to other team members on tools or architecture concepts as needed; 2) eval sftwr packages for pro series RDS suite & global time, ensuring they fit within architecture & infrastructure; 3) provide timely & accurate on-call support for prodn infrastructure components; 4) work closely w/other techs to diagnose & resolve issues related to design & maint of infrastructure, hrdwr & sftwr; 5) docs & maint installation procedures, problem resolutions, & environmt configurations for pro series RDS suite & global time; 6) work on critical & complex projects where considerable judgment & initiative are req’d in resolving problems & making strategic solution recommendations; 7) doc & maint disaster recovery procedures for pro series RDS suite & global time; 8) contribute to dev of policies & procedures related to installation & maint for pro series RDS suite & global time; 9) leverage sap & other programming best practices to create structured & reusable code to provide ongoing support of existing systems & processes; 10) prepare tech’l specs & dev nec progs & dev objects; 11) conduct proactive/reactive performance monitoring/analysis to identify errors in pro series RDS suite & global time; 12) dev interfaces & system solutions using ABAP progs, RFCS, WSDL’s, SAP script, Smartforms, ISMW’s, etc; 13) plan, coord, test & implement installations/upgrades/releases of systems for pro series RDS suite & global time. 14) determine change specs, input/output processes, & working parameters for sftwr compatibility, etc; 15) identify tech & app dev oppties to improve existing processes; 16) manage avail, latency, scalability & efficiency of services by engg reliability into pro series RDS suite & global time sftwr & systems; 17) respond to & resolve emergent service probs; write sftwr & build automation to prevent problem recurrence; 18) participate in service capacity planning & demand forecasting, sftwr performance analysis & system tuning; 19) review & influence ongoing design, architecture, standards & methods for operating services & systems; 20) work closely w/sap functional personnel to implement & deploy changes to sap & other integrated or interfaced systems. Req’ts: Masters-CS, CIS, ENGG (ANY), IT, MATH. Position #920006. Send resume w/proof of work elig to: HR Mgr, Position #, Focus Core Inc, 2820 Greenspoint Pkwy, Hoffman Estates, IL 60169"
5332,database administrator,Power BI Developer,ASD,"Montgomery, Alabama 36130","Advanced Systems Design is seeking a 
for our client located in 
.  This individual will work on the analysis, design, and development of Dashboards and ETL packages for DHR application programs. 
For additional information regarding Advanced Systems Design, please check out our website at:"
5333,database administrator,Senior Program Analyst,"ACET, Inc.","Aberdeen Proving Ground, Maryland 21005",Qualifications
